Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Tryp_1hr_1:50_Rep1,Coverage (%) Tryp_1hr_1:50_Rep2,Coverage (%) Tryp_18hr_1:50_Rep1,Coverage (%) AspN_1hr_1:50_Rep1,Coverage (%) AspN_1hr_1:50_Rep2,Coverage (%) AspN_18hr_1:50_Rep1,Coverage (%) AspN_18hr_1:50_Rep2,Coverage (%) GluC_1hr_1:50_Rep1,Coverage (%) GluC_1hr_1:50_Rep2,Coverage (%) GluC_18hr_1:50_Rep1,Coverage (%) GluC_18hr_1:50_Rep2,Coverage (%) Trypsin_18hr_1:50_Rep2,Area Tryp_1hr_1:50_Rep1,Area Tryp_1hr_1:50_Rep2,Area Tryp_18hr_1:50_Rep1,Area AspN_1hr_1:50_Rep1,Area AspN_1hr_1:50_Rep2,Area AspN_18hr_1:50_Rep1,Area AspN_18hr_1:50_Rep2,Area GluC_1hr_1:50_Rep1,Area GluC_1hr_1:50_Rep2,Area GluC_18hr_1:50_Rep1,Area GluC_18hr_1:50_Rep2,Area Trypsin_18hr_1:50_Rep2,#Peptides,#Unique,#Spec Tryp_1hr_1:50_Rep1,#Spec Tryp_1hr_1:50_Rep2,#Spec Tryp_18hr_1:50_Rep1,#Spec AspN_1hr_1:50_Rep1,#Spec AspN_1hr_1:50_Rep2,#Spec AspN_18hr_1:50_Rep1,#Spec AspN_18hr_1:50_Rep2,#Spec GluC_1hr_1:50_Rep1,#Spec GluC_1hr_1:50_Rep2,#Spec GluC_18hr_1:50_Rep1,#Spec GluC_18hr_1:50_Rep2,#Spec Trypsin_18hr_1:50_Rep2,PTM,Avg. Mass,Description
40,143,Q13263|TIF1B_HUMAN,99.2,523.50,94,52,64,57,59,53,45,40,54,53,55,68,42,2.9134E9,4.6274E9,6.6287E9,2.5741E9,2.4339E9,2.7197E9,1.6156E9,1.0256E9,6.124E8,3.4909E9,1.4998E9,2.6947E9,118,118,232,279,243,360,238,331,129,227,224,352,847,421,Carbamidomethylation; Deamidation (NQ); Oxidation (M),88550,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5
38,214,P35580|MYH10_HUMAN,99.2,522.39,85,48,55,42,39,44,33,24,48,48,31,29,32,8.571E8,1.5393E9,1.7657E9,8.9085E8,1.2113E9,9.3789E8,4.9171E8,2.4642E9,1.0324E9,1.7437E9,6.7792E8,1.0508E9,345,295,225,288,214,251,245,208,90,667,488,356,717,232,Carbamidomethylation; Deamidation (NQ); Oxidation (M),228997,Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3
2,23,P60709|ACTB_HUMAN,99.2,521.32,100,86,92,69,80,78,76,76,58,59,54,66,45,4.5342E7,,1.1387E8,1.6023E7,,,,,,,,,108,3,1081,1012,1309,992,867,1265,683,858,569,863,1935,777,Carbamidomethylation; Deamidation (NQ); Oxidation (M),41737,Actin  cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1
54,129,O43707|ACTN4_HUMAN,99.2,520.42,92,72,76,65,47,47,40,38,11,29,54,54,54,2.6625E9,3.4927E9,6.1438E9,8.495E8,1.2361E9,1.0698E9,9.151E8,5.0981E7,4.6366E7,7.5478E8,4.8323E8,2.6105E9,169,128,313,339,389,162,160,111,100,24,57,229,720,504,Carbamidomethylation; Deamidation (NQ); Oxidation (M),104854,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2
6,43,P11142|HSP7C_HUMAN,99.2,520.26,99,65,70,52,88,76,81,68,32,33,54,60,44,2.1897E10,2.4545E10,5.374E10,1.5204E10,1.4624E10,2.2006E10,9.9839E9,4.5028E9,2.039E9,1.0815E10,5.1198E9,1.7601E10,154,125,1109,875,1037,905,640,1074,499,360,190,610,1684,1423,Carbamidomethylation; Deamidation (NQ); Oxidation (M),70898,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1
3,46,P63261|ACTG_HUMAN,99.2,519.54,100,82,92,64,78,78,76,76,58,59,54,81,45,,,,,,,,,,,0,,107,2,1076,1012,1302,983,867,1265,683,858,569,863,1937,777,Carbamidomethylation; Deamidation (NQ); Oxidation (M),41793,Actin  cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1
7,19,P07437|TBB5_HUMAN,99.2,518.15,100,84,86,80,89,87,84,85,33,55,40,62,35,6.5762E9,7.4909E9,1.6344E10,2.2838E9,2.954E9,3.9569E9,1.0447E9,1.9099E8,1.0408E8,9.3343E8,6.3687E8,1.747E9,107,19,1337,1200,1374,898,805,1255,761,116,137,279,908,1014,Carbamidomethylation; Deamidation (NQ); Oxidation (M),49671,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2
52,156,P34932|HSP74_HUMAN,99.2,517.88,94,64,76,54,57,70,46,50,30,45,41,50,41,2.1459E9,3.1059E9,4.9271E9,8.0074E8,9.1487E8,7.3346E8,9.2165E8,1.482E9,6.0182E8,2.8367E9,1.1588E9,1.8271E9,148,133,258,270,203,131,151,103,120,384,250,296,717,296,Carbamidomethylation; Deamidation (NQ); Oxidation (M),94331,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4
80,134,P07814|SYEP_HUMAN,99.2,517.50,91,57,71,51,37,43,34,33,5,11,18,25,32,3.0007E9,4.4404E9,6.6009E9,9.5929E8,1.0679E9,1.4265E9,1.079E9,2.4431E7,5.5185E7,7.6277E8,4.4324E8,2.3539E9,189,188,326,413,322,224,170,199,131,12,36,102,384,256,Carbamidomethylation; Deamidation (NQ); Oxidation (M),170590,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5
12,11,P04075|ALDOA_HUMAN,99.2,514.24,100,88,95,80,60,60,60,45,87,78,79,98,57,2.2901E10,2.6012E10,4.415E10,1.0767E10,9.8973E9,1.315E10,9.4888E9,3.706E9,1.2022E9,1.3093E10,4.6222E9,1.5107E10,86,75,946,680,1036,510,345,608,288,224,192,615,1398,617,Carbamidomethylation; Deamidation (NQ); Oxidation (M),39420,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
164,328,O75643|U520_HUMAN,99.2,514.01,79,50,61,48,22,27,23,21,1,2,4,5,24,1.9143E9,2.4853E9,5.0104E9,7.2478E8,1.104E9,8.4803E8,9.6081E8,5.7842E7,3.9355E7,1.4094E8,6.1032E7,1.752E9,189,189,278,300,279,121,129,151,105,10,14,23,53,316,Carbamidomethylation; Deamidation (NQ); Oxidation (M),244505,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2
157,193,P49588|SYAC_HUMAN,99.2,512.07,90,56,63,45,45,46,49,51,8,11,31,36,26,1.3738E9,1.9144E9,3.1382E9,8.7293E8,1.0258E9,1.1715E9,9.255E8,7.6762E6,1.7254E7,4.3512E8,2.3926E8,1.2998E9,130,130,191,213,193,208,137,212,130,15,16,95,316,108,Carbamidomethylation; Deamidation (NQ); Oxidation (M),106810,Alanine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2
45,729,P19338|NUCL_HUMAN,99.2,511.86,63,47,46,30,27,44,28,27,19,35,41,48,21,7.1967E9,1.0037E10,1.2244E10,2.6582E9,3.5985E9,4.4911E9,3.0449E9,1.9344E8,2.1603E8,4.4042E9,3.2258E9,5.4756E9,119,119,341,390,249,209,232,274,157,45,83,288,1067,324,Carbamidomethylation; Deamidation (NQ); Oxidation (M),76615,Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3
87,232,Q14980|NUMA1_HUMAN,99.2,510.95,84,19,42,22,24,19,7,9,60,52,30,29,24,3.9398E8,6.5819E8,7.1634E8,3.2589E8,2.7401E8,1.5227E8,1.975E8,2.3429E9,8.0235E8,1.0742E9,5.3738E8,5.4773E8,285,285,64,146,67,80,57,27,36,647,423,239,535,121,Carbamidomethylation; Deamidation (NQ); Oxidation (M),238257,Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2
16,41,P68363|TBA1B_HUMAN,99.2,510.75,100,83,92,80,84,84,82,87,36,38,47,51,39,,,,1.5507E9,1.1328E9,3.3094E9,8.108E7,,,,,,105,4,854,835,926,613,511,771,360,75,77,296,651,525,Carbamidomethylation; Deamidation (NQ); Oxidation (M),50152,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1
28,30,P22626|ROA2_HUMAN,99.2,510.61,98,73,91,58,82,86,67,37,41,38,42,47,55,8.3101E9,1.1416E10,2.0356E10,8.2365E9,7.8842E9,1.4925E10,4.3649E9,4.5948E8,2.4827E8,1.3155E10,3.2683E9,8.7126E9,93,88,464,498,373,453,326,419,164,92,111,448,876,530,Carbamidomethylation; Deamidation (NQ); Oxidation (M),37430,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2
96,12,P14866|HNRPL_HUMAN,99.2,506.58,95,60,75,45,83,83,73,57,7,17,17,30,37,3.1396E9,5.2426E9,7.5252E9,2.617E9,2.5631E9,2.9526E9,1.5827E9,5.6245E7,3.6159E7,5.083E8,3.0994E8,2.7376E9,73,72,217,276,240,316,275,277,172,19,22,51,227,198,Carbamidomethylation; Deamidation (NQ); Oxidation (M),64133,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2
151,85,P22102|PUR2_HUMAN,99.2,506.55,97,61,68,59,25,48,27,24,19,14,28,31,25,3.6154E9,4.3177E9,8.7864E9,7.5675E8,8.642E8,9.8627E8,8.9504E8,5.7085E7,1.6094E7,2.7781E8,1.1851E8,2.9115E9,117,117,273,271,302,143,158,128,106,29,15,57,167,229,Carbamidomethylation; Deamidation (NQ); Oxidation (M),107767,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1
42,347,Q00839|HNRPU_HUMAN,99.2,504.85,81,53,55,39,29,39,40,36,13,23,31,41,23,8.767E9,1.2581E10,1.8882E10,1.09E9,1.8459E9,2.1027E9,1.5949E9,2.7473E8,2.0443E8,3.089E9,1.2512E9,6.0717E9,120,120,487,435,397,248,247,280,195,62,95,204,728,359,Carbamidomethylation; Deamidation (NQ); Oxidation (M),90585,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6
22,40,Q9BQE3|TBA1C_HUMAN,99.2,504.14,100,83,97,76,69,81,67,76,36,38,43,47,33,1.3477E9,8.9602E8,2.1496E9,2.495E8,3.2726E8,3.8095E8,3.7769E8,2.6235E6,4.9079E6,1.2752E7,4.5651E6,1.5878E7,99,11,733,736,742,512,466,655,321,73,77,290,650,477,Carbamidomethylation; Deamidation (NQ); Oxidation (M),49895,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1
43,76,P49321|NASP_HUMAN,99.2,501.19,96,39,57,39,43,43,32,15,61,64,47,63,38,2.2885E9,2.7306E9,5.2139E9,7.9855E8,8.1546E8,6.3408E8,6.3894E8,3.9611E9,1.6239E9,5.721E9,2.5017E9,1.9085E9,161,161,232,180,196,184,84,84,36,562,416,397,1188,145,Carbamidomethylation; Deamidation (NQ); Oxidation (M),85238,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2
55,276,P02545|LMNA_HUMAN,99.2,500.68,88,67,74,60,61,64,59,32,51,51,42,40,59,2.7944E9,4.2127E9,5.903E9,1.3855E9,1.55E9,1.4101E9,9.5636E8,2.205E9,8.7254E8,3.6034E9,1.3327E9,3.7012E9,149,146,234,238,202,212,168,183,73,319,246,245,686,251,Carbamidomethylation; Deamidation (NQ); Oxidation (M),74140,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1
212,481,Q6P2Q9|PRP8_HUMAN,99.2,499.94,69,43,48,43,17,20,18,19,1,1,2,6,24,1.5603E9,1.9127E9,5.3699E9,2.4945E8,4.7584E8,5.5185E8,4.484E8,6.2382E6,2.9886E6,4.304E7,2.7677E7,1.6407E9,179,179,245,233,295,71,87,93,79,2,6,8,43,244,Carbamidomethylation; Deamidation (NQ); Oxidation (M),273599,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2
112,247,P14625|ENPL_HUMAN,99.2,499.52,90,53,51,47,53,57,53,34,20,20,33,35,36,2.3775E9,2.7525E9,4.8888E9,9.6665E8,1.1868E9,1.5029E9,9.0415E8,6.0025E7,2.8588E7,9.8349E8,4.4251E8,1.8744E9,121,119,236,220,218,155,170,207,107,27,37,136,433,223,Carbamidomethylation; Deamidation (NQ); Oxidation (M),92469,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
17,94,P0DMV8|HS71A_HUMAN,99.2,499.03,97,59,71,53,78,74,75,73,31,37,34,47,36,6.885E9,9.2959E9,1.7531E10,8.1406E9,9.4793E9,1.0904E10,5.4107E9,4.9316E8,3.5685E8,2.8844E9,1.4787E9,5.8789E9,126,75,635,589,685,739,559,876,416,113,94,225,851,672,Carbamidomethylation; Deamidation (NQ); Oxidation (M),70052,Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1
17,95,P0DMV9|HS71B_HUMAN,99.2,499.03,97,59,71,53,78,74,75,73,31,37,34,47,36,6.885E9,9.2959E9,1.7531E10,8.1406E9,9.4793E9,1.0904E10,5.4107E9,4.9316E8,3.5685E8,2.8844E9,1.4787E9,5.8789E9,126,75,635,589,685,739,559,876,416,113,94,225,851,672,Carbamidomethylation; Deamidation (NQ); Oxidation (M),70052,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1
201,133,P02549|SPTA1_HUMAN,99.2,496.79,78,22,33,23,26,26,16,13,19,22,26,30,22,3.6237E8,5.8501E8,1.7692E9,3.9095E8,3.7232E8,2.4681E8,2.3766E8,1.6167E8,1.2688E8,5.9204E8,2.3815E8,5.0317E8,233,233,79,129,105,120,93,55,53,96,98,144,405,108,Carbamidomethylation; Deamidation (NQ),280013,Spectrin alpha chain  erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5
66,88,P55072|TERA_HUMAN,99.2,495.52,97,71,72,57,59,60,55,36,35,32,51,65,38,3.0437E9,3.8761E9,7.2807E9,1.9136E9,2.3393E9,2.6143E9,1.5149E9,2.4097E8,1.033E8,1.4518E9,6.1027E8,2.2912E9,152,150,330,277,298,258,212,217,124,53,53,220,559,206,Carbamidomethylation; Deamidation (NQ); Oxidation (M),89322,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
41,70,P26038|MOES_HUMAN,99.2,495.14,96,66,80,57,55,53,45,45,53,46,46,45,43,2.6046E9,4.0428E9,5.5729E9,2.0196E9,2.0227E9,2.6076E9,1.0709E9,5.9925E9,1.2237E9,5.0849E9,8.198E8,2.1589E9,146,117,354,346,356,272,155,347,93,545,286,290,421,280,Carbamidomethylation; Deamidation (NQ); Oxidation (M),67820,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3
143,222,P27797|CALR_HUMAN,99.2,495.09,94,71,90,62,74,80,53,69,6,12,38,61,37,1.8171E9,2.4687E9,4.1677E9,1.7977E9,2.5419E9,2.1259E9,2.4414E9,1.681E7,4.2847E7,8.603E8,6.7671E8,1.5415E9,106,106,166,186,154,228,292,183,148,3,15,101,347,90,Carbamidomethylation; Deamidation (NQ); Oxidation (M),48142,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1
71,63,P14618|KPYM_HUMAN,99.2,495.07,94,70,76,68,47,57,51,43,60,63,54,66,38,5.5421E9,5.9551E9,1.216E10,1.7907E9,2.6165E9,2.1514E9,2.5563E9,3.101E8,1.0117E8,1.006E9,3.6688E8,3.123E9,113,110,325,296,344,183,220,145,129,111,83,164,411,342,Carbamidomethylation; Deamidation (NQ); Oxidation (M),57937,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
144,149,P43243|MATR3_HUMAN,99.2,494.14,87,51,70,43,45,38,31,25,10,5,21,27,28,2.2203E9,2.9562E9,5.7941E9,1.6533E9,1.9112E9,2.1616E9,1.0788E9,5.0715E7,1.5419E7,1.1247E9,2.4216E8,1.9429E9,108,108,256,246,269,203,156,204,77,7,5,99,207,181,Carbamidomethylation; Deamidation (NQ); Oxidation (M),94623,Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2
46,154,P52272|HNRPM_HUMAN,99.2,494.09,94,64,69,59,27,27,35,21,39,44,54,67,41,5.4157E9,7.2825E9,1.3983E10,1.1587E9,1.2845E9,1.8435E9,1.0702E9,5.3964E8,2.9256E8,4.431E9,2.5125E9,4.9719E9,107,107,306,354,341,152,115,194,92,103,126,390,1116,336,Carbamidomethylation; Deamidation (NQ); Oxidation (M),77516,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3
159,371,P42704|LPPRC_HUMAN,99.2,492.49,82,63,70,57,31,33,30,27,0,1,6,7,31,2.9807E9,3.704E9,7.6898E9,6.0523E8,9.648E8,1.1404E9,8.78E8,,1.5972E6,6.1415E7,3.1308E7,2.3367E9,153,153,316,300,354,123,141,144,96,0,2,14,58,283,Carbamidomethylation; Deamidation (NQ); Oxidation (M),157904,Leucine-rich PPR motif-containing protein  mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3
